id,name,place,year,lat,long,lat_long
327,"Rincon, Antoine de",Ottoman Empire,1539,41.01,28.96,"41.01, 28.96"
328,"Cambray, Jacques de",Ottoman Empire,1547,41.01,28.96,"41.01, 28.96"
329,"Noailles, Gilles de, Abbot of L'Isle",Ottoman Empire,1577,41.01,28.96,"41.01, 28.96"
330,"Berthier, Sébastien",Ottoman Empire,1585,41.01,28.96,"41.01, 28.96"
331,"De Brèves, François Savary",Ottoman Empire,1598,41.01,28.96,"41.01, 28.96"
332,"Fayes, Jacques, sr d'Espesses",Poland,1574,52.23,21.02,"52.23, 21.02"
333,"De Caix, Honoré",Portugal,1529,38.72,-9.13,"38.72, -9.13"
334,"Pélisson, Raymond",Portugal,1536,38.72,-9.13,"38.72, -9.13"
335,"De Caix, Honoré",Portugal,1552,38.72,-9.13,"38.72, -9.13"
336,"Hémard, Charles de",Rome,1535,41.89,12.51,"41.89, 12.51"
337,"Noailles, Gilles de, Abbot of L'Isle",Rome,1564,41.89,12.51,"41.89, 12.51"
338,"Clutin, Henri",Rome,1565,41.89,12.51,"41.89, 12.51"
339,"d'Angennes, Charles, Cardinal of Rambouillet",Rome,1571,41.89,12.51,"41.89, 12.51"
340,"Clutin, Henri",Scotland,1554,55.95,-3.19,"55.95, -3.19"
341,"Clutin, Henri",Scotland,1555,55.95,-3.19,"55.95, -3.19"
342,"Du Croc, Philibert",Scotland,1565,55.95,-3.19,"55.95, -3.19"
343,"Fourquevaux, Raymond de Beccarie de Pavie, Baron of",Spain,1565,40.43,-3.7,"40.43, -3.7"
344,"Fourquevaux, Raymond de Beccarie de Pavie, Baron of",Spain,1571,40.43,-3.7,"40.43, -3.7"
345,"Courcelles, Baron de",Scotland,1588,55.95,-3.19,"55.95, -3.19"
346,"L'Aubespine, Sébastien de",Spain,1560,40.43,-3.7,"40.43, -3.7"
347,"Daugerant, Louis",Swiss Cantons,1523,46.94,7.45,"46.94, 7.45"
348,"Daugerant, Louis",Swiss Cantons,1526,46.94,7.45,"46.94, 7.45"
349,"Daugerant, Louis",Swiss Cantons,1534,46.94,7.45,"46.94, 7.45"
350,"Marveilleux, Jean",Swiss Cantons,1550,46.94,7.45,"46.94, 7.45"
351,"Cléry, Peterman de",Swiss Cantons,1561,46.94,7.45,"46.94, 7.45"
352,"Brûlart, Nicolas de",Swiss Cantons,1591,46.94,7.45,"46.94, 7.45"
353,"d'Armagnac, Georges",Venice,1536,45.44,12.33,"45.44, 12.33"
354,"Passano, Jean-Joachim de",Venice,1539,45.44,12.33,"45.44, 12.33"
355,"Pellicier, Guillaume",Venice,1540,45.44,12.33,"45.44, 12.33"
356,"Morvillier, Jean de",Venice,1548,45.44,12.33,"45.44, 12.33"
357,"Morvillier, Jean de",Venice,1550,45.44,12.33,"45.44, 12.33"
358,"Du Gabre, Dominique",Venice,1556,45.44,12.33,"45.44, 12.33"
359,"Boistaillé, Jean Hurault de",Venice,1562,45.44,12.33,"45.44, 12.33"
360,"Du Ferrier, Arnaud",Venice,1566,45.44,12.33,"45.44, 12.33"
361,"Du Ferrier, Arnaud",Venice,1580,45.44,12.33,"45.44, 12.33"
362,"Hurault, François",Venice,1588,45.44,12.33,"45.44, 12.33"
363,"Séguier, Antoine",Venice,1598,45.44,12.33,"45.44, 12.33"
364,"Danzay, Charles de",Denmark,1580,55.68,12.57,"55.68, 12.57"
365,"Dinteville, Jean de",England,1533,51.51,-0.12,"51.51, -0.12"
366,"Du Perreau, Louis",England,1538,51.51,-0.12,"51.51, -0.12"
367,"De Selve, Odet",England,1546,51.51,-0.12,"51.51, -0.12"
368,"Noailles, Gilles de, Abbot of L'Isle",England,1556,51.51,-0.12,"51.51, -0.12"
369,"Du Perreau, Louis",England,1539,51.51,-0.12,"51.51, -0.12"
370,"De Seurre, Michel",England,1561,51.51,-0.12,"51.51, -0.12"
371,"La Fin, Jean de",England,1590,51.51,-0.12,"51.51, -0.12"
372,"La Fontaine, Robert de",England,1596,51.51,-0.12,"51.51, -0.12"
373,"Castion, Jean-Jacques de",Grisons,1542,46.66,9.63,"46.66, 9.63"
374,Jean-Jacques de Cambray,Grisons,1560,46.66,9.63,"46.66, 9.63"
375,"Castion, Jean-Jacques de",Grisons,1544,46.66,9.63,"46.66, 9.63"
376,"Grantrie, Pierre de",Grisons,1571,46.66,9.63,"46.66, 9.63"
377,"Florin, Jean",Grisons,1579,46.66,9.63,"46.66, 9.63"
378,"Florin, Jean",Grisons,1586,46.66,9.63,"46.66, 9.63"
379,"De Selve, Georges",Holy Roman Empire,1541,48.21,16.36,"48.21, 16.36"
380,"Vulcob, Jean de, sr. de Sassy",Holy Roman Empire,1576,48.21,16.36,"48.21, 16.36"
381,"La Pommeraie, Gilles de",Netherlands,1529,52.37,4.89,"52.37, 4.89"
382,"Hellin, Antoine de",Netherlands,1540,52.37,4.89,"52.37, 4.89"
383,"Crotto, Livio",Netherlands,1547,52.37,4.89,"52.37, 4.89"
384,"Bochetel, Jacques",Netherlands,1561,52.37,4.89,"52.37, 4.89"
385,"Montdoucet, Claude de",Netherlands,1571,52.37,4.89,"52.37, 4.89"
386,"Choary, Paul",Netherlands,1597,52.37,4.89,"52.37, 4.89"
387,"Choary, Paul",Netherlands,1595,52.37,4.89,"52.37, 4.89"
388,"d'Aramon, Gabriel Leutz",Ottoman Empire,1553,41.01,28.96,"41.01, 28.96"
389,"Grantrie, Guillaume de Grandchamp de",Ottoman Empire,1569,41.01,28.96,"41.01, 28.96"
390,"Germigny, Jacques de",Ottoman Empire,1582,41.01,28.96,"41.01, 28.96"
391,"De Caix, Honoré",Portugal,1547,38.72,-9.13,"38.72, -9.13"
392,"De Caix, Honoré",Portugal,1551,38.72,-9.13,"38.72, -9.13"
393,"De Caix, Honoré",Portugal,1544,38.72,-9.13,"38.72, -9.13"
394,"De Caix, Honoré",Portugal,1541,38.72,-9.13,"38.72, -9.13"
395,"De Selve, Odet",Rome,1556,41.89,12.51,"41.89, 12.51"
396,"De Selve, Jean-Paul",Rome,1558,41.89,12.51,"41.89, 12.51"
397,"Noailles, Gilles de, Abbot of L'Isle",Rome,1563,41.89,12.51,"41.89, 12.51"
398,"Clutin, Henri",Rome,1566,41.89,12.51,"41.89, 12.51"
399,"Adhemar, Louis",Rome,1539,41.89,12.51,"41.89, 12.51"
400,"Rougier, François, Baron of Ferrals",Rome,1572,41.89,12.51,"41.89, 12.51"
401,"Schomberg, Gaspard de",Saxony,1572,51.05,13.35,"51.05, 13.35"
402,"d'Ebrard de Saint Sulpice, Jean",Spain,1563,40.43,-3.7,"40.43, -3.7"
403,"Fourquevaux, Raymond de Beccarie de Pavie, Baron of",Spain,1566,40.43,-3.7,"40.43, -3.7"
404,"Fourquevaux, Raymond de Beccarie de Pavie, Baron of",Spain,1568,40.43,-3.7,"40.43, -3.7"
405,"L'Aubespine, Sébastien de",Spain,1561,40.43,-3.7,"40.43, -3.7"
406,"Longlée, Pierre de Seguson de",Spain,1585,40.43,-3.7,"40.43, -3.7"
407,"Daugerant, Louis",Swiss Cantons,1532,46.94,7.45,"46.94, 7.45"
408,"Daugerant, Louis",Swiss Cantons,1535,46.94,7.45,"46.94, 7.45"
409,"Daugerant, Louis",Swiss Cantons,1541,46.94,7.45,"46.94, 7.45"
410,"Du Plessis, Guillaume",Swiss Cantons,1548,46.94,7.45,"46.94, 7.45"
411,"Marveilleux, Jean",Swiss Cantons,1543,46.94,7.45,"46.94, 7.45"
412,"Bochetel, Bernardin",Swiss Cantons,1557,46.94,7.45,"46.94, 7.45"
413,"Bellièvre, Jean de, sr. de Hautefort",Swiss Cantons,1576,46.94,7.45,"46.94, 7.45"
414,"Gaudart, François",Swiss Cantons,1571,46.94,7.45,"46.94, 7.45"
415,"Brûlart, Nicolas de",Swiss Cantons,1589,46.94,7.45,"46.94, 7.45"
416,"Brûlart, Nicolas de",Swiss Cantons,1593,46.94,7.45,"46.94, 7.45"
417,"Hotman,François",Swiss Cantons,1599,46.94,7.45,"46.94, 7.45"
418,"Noailles, François de, Bishop of Dax",Venice,1560,45.44,12.33,"45.44, 12.33"
419,"Boistaillé, Jean Hurault de",Venice,1563,45.44,12.33,"45.44, 12.33"
420,"Richer, Christophe",Denmark,1544,55.68,12.57,"55.68, 12.57"
421,"Danzay, Charles de",Denmark,1560,55.68,12.57,"55.68, 12.57"
422,"Danzay, Charles de",Denmark,1557,55.68,12.57,"55.68, 12.57"
423,"Danzay, Charles de",Denmark,1581,55.68,12.57,"55.68, 12.57"
424,"Foix, Paul de",England,1563,51.51,-0.12,"51.51, -0.12"
425,"Foix, Paul de",England,1566,51.51,-0.12,"51.51, -0.12"
426,"La Mothe-Fénélon, Bertrand de Salignac de",England,1573,51.51,-0.12,"51.51, -0.12"
427,"La Mothe-Fénélon, Bertrand de Salignac de",England,1572,51.51,-0.12,"51.51, -0.12"
428,"Thumbry, Jean de",England,1600,51.51,-0.12,"51.51, -0.12"
429,"Grangis, Geoffroy de",Grisons,1527,46.66,9.63,"46.66, 9.63"
430,"Moret, Antoine de",England,1596,51.51,-0.12,"51.51, -0.12"
431,"Castion, Jean-Jacques de",Grisons,1541,46.66,9.63,"46.66, 9.63"
432,"Grangis, Geoffroy de",Grisons,1531,46.66,9.63,"46.66, 9.63"
433,"Salazar, Louis de",Grisons,1558,46.66,9.63,"46.66, 9.63"
434,"Gredio, Christian",Grisons,1561,46.66,9.63,"46.66, 9.63"
435,"Gredio, Christian",Grisons,1562,46.66,9.63,"46.66, 9.63"
436,"Bellièvre, Pomponne de",Grisons,1565,46.66,9.63,"46.66, 9.63"
437,"Grangier, Jean",Grisons,1577,46.66,9.63,"46.66, 9.63"
438,"Seigneur d'Orval, governor of Champagne",Holy Roman Empire,1519,48.21,16.36,"48.21, 16.36"
439,"Soliee, Charles de",Holy Roman Empire,1530,48.21,16.36,"48.21, 16.36"
440,"Mesnage, Jacques",Holy Roman Empire,1545,48.21,16.36,"48.21, 16.36"
441,"Bochetel, Bernardin",Holy Roman Empire,1562,48.21,16.36,"48.21, 16.36"
442,"Ancel, Guillaume",Holy Roman Empire,1586,48.21,16.36,"48.21, 16.36"
443,"Bochetel, Jacques",Netherlands,1560,52.37,4.89,"52.37, 4.89"
444,"La Forest, Jean de",Ottoman Empire,1535,41.01,28.96,"41.01, 28.96"
445,"Maggio, Vincenzo",Ottoman Empire,1541,41.01,28.96,"41.01, 28.96"
446,"d'Aramon, Gabriel Leutz",Ottoman Empire,1545,41.01,28.96,"41.01, 28.96"
447,"d'Aramon, Gabriel Leutz",Ottoman Empire,1546,41.01,28.96,"41.01, 28.96"
448,"La Vigne, Jean de",Ottoman Empire,1558,41.01,28.96,"41.01, 28.96"
449,"d'Aramon, Gabriel Leutz",Ottoman Empire,1550,41.01,28.96,"41.01, 28.96"
450,"Pétremol, Antoine de",Ottoman Empire,1564,41.01,28.96,"41.01, 28.96"
451,"Lancosme, Jacques Savary de",Ottoman Empire,1588,41.01,28.96,"41.01, 28.96"
452,"De Caix, Honoré",Portugal,1533,38.72,-9.13,"38.72, -9.13"
453,"De Caix, Honoré",Portugal,1540,38.72,-9.13,"38.72, -9.13"
454,"De Caix, Honoré",Portugal,1546,38.72,-9.13,"38.72, -9.13"
455,"De Caix, Honoré",Portugal,1553,38.72,-9.13,"38.72, -9.13"
456,"De Caix, Honoré",Portugal,1555,38.72,-9.13,"38.72, -9.13"
457,"De Caix, Honoré",Portugal,1543,38.72,-9.13,"38.72, -9.13"
458,"Nicot, Jean",Portugal,1566,38.72,-9.13,"38.72, -9.13"
459,"De Selve, Georges",Rome,1536,41.89,12.51,"41.89, 12.51"
460,"Langeac, Jean de",Rome,1540,41.89,12.51,"41.89, 12.51"
461,"Babou, Philibert",Rome,1560,41.89,12.51,"41.89, 12.51"
462,"Langeac, Jean de",Rome,1541,41.89,12.51,"41.89, 12.51"
463,"Clutin, Henri",Rome,1564,41.89,12.51,"41.89, 12.51"
464,"d'Angennes, Charles, Cardinal of Rambouillet",Rome,1570,41.89,12.51,"41.89, 12.51"
465,"Carmain, Paul de",Rome,1582,41.89,12.51,"41.89, 12.51"
466,"Foix, Paul de",Rome,1581,41.89,12.51,"41.89, 12.51"
467,"Vivonne, Jean de",Spain,1573,40.43,-3.7,"40.43, -3.7"
468,"Daugerant, Louis",Swiss Cantons,1531,46.94,7.45,"46.94, 7.45"
469,"Daugerant, Louis",Swiss Cantons,1530,46.94,7.45,"46.94, 7.45"
470,"Maillard, Guillaume",Swiss Cantons,1537,46.94,7.45,"46.94, 7.45"
471,"Daugerant, Louis",Swiss Cantons,1549,46.94,7.45,"46.94, 7.45"
472,"Bochetel, Bernardin",Swiss Cantons,1558,46.94,7.45,"46.94, 7.45"
473,"Tugginer,Guillaume",Swiss Cantons,1563,46.94,7.45,"46.94, 7.45"
474,"Bellièvre, Jean de, sr. de Hautefort",Swiss Cantons,1574,46.94,7.45,"46.94, 7.45"
475,"Crassier, Bernard de",Swiss Cantons,1581,46.94,7.45,"46.94, 7.45"
476,"Montluc, Jean de",Venice,1543,45.44,12.33,"45.44, 12.33"
477,"De Selve, Odet",Venice,1552,45.44,12.33,"45.44, 12.33"
478,"Du Ferrier, Arnaud",Venice,1571,45.44,12.33,"45.44, 12.33"
479,"Du Ferrier, Arnaud",Venice,1577,45.44,12.33,"45.44, 12.33"
480,"Hurault, André",Venice,1585,45.44,12.33,"45.44, 12.33"
481,"Hurault, André",Venice,1590,45.44,12.33,"45.44, 12.33"
482,"Seyssel, Claude de",Rome,1513,41.89,12.51,"41.89, 12.51"
483,"Danzay, Charles de",Denmark,1564,55.68,12.57,"55.68, 12.57"
484,"Danzay, Charles de",Denmark,1568,55.68,12.57,"55.68, 12.57"
485,"Danzay, Charles de",Denmark,1574,55.68,12.57,"55.68, 12.57"
486,"Du Perreau, Louis",England,1533,51.51,-0.12,"51.51, -0.12"
487,"Pot, Jean",England,1551,51.51,-0.12,"51.51, -0.12"
488,"Noailles, Antoine de",England,1554,51.51,-0.12,"51.51, -0.12"
489,"L'Aubspine, Guillaume de",England,1586,51.51,-0.12,"51.51, -0.12"
490,"L'Aubspine, Guillaume de",England,1587,51.51,-0.12,"51.51, -0.12"
491,"La Mothe-Fénélon, Bertrand de Salignac de",England,1574,51.51,-0.12,"51.51, -0.12"
492,"Castion, Jean-Jacques de",Grisons,1551,46.66,9.63,"46.66, 9.63"
493,"Castion, Jean-Jacques de",Grisons,1549,46.66,9.63,"46.66, 9.63"
494,"Crassier, Bernard de",Grisons,1564,46.66,9.63,"46.66, 9.63"
495,"Grantrie, Pierre de",Grisons,1567,46.66,9.63,"46.66, 9.63"
496,La Rouchebeaucourt,Holy Roman Empire,1519,48.21,16.36,"48.21, 16.36"
497,"Soliee, Charles de",Holy Roman Empire,1529,48.21,16.36,"48.21, 16.36"
498,"Dodieu, Claude",Holy Roman Empire,1533,48.21,16.36,"48.21, 16.36"
499,"Dodieu, Claude",Holy Roman Empire,1537,48.21,16.36,"48.21, 16.36"
500,"De Selve, Georges",Holy Roman Empire,1540,48.21,16.36,"48.21, 16.36"
501,"Marillac, Charles de",Holy Roman Empire,1549,48.21,16.36,"48.21, 16.36"
502,"Mesnage, Jacques",Holy Roman Empire,1550,48.21,16.36,"48.21, 16.36"
503,"Marillac, Charles de",Holy Roman Empire,1550,48.21,16.36,"48.21, 16.36"
504,"Mesnage, Jacques",Holy Roman Empire,1549,48.21,16.36,"48.21, 16.36"
505,"Bochetel, Bernardin",Holy Roman Empire,1560,48.21,16.36,"48.21, 16.36"
506,"L'Aubespine, Sébastien de",Holy Roman Empire,1556,48.21,16.36,"48.21, 16.36"
507,"Ancel, Guillaume",Holy Roman Empire,1593,48.21,16.36,"48.21, 16.36"
508,"Ancel, Guillaume",Holy Roman Empire,1600,48.21,16.36,"48.21, 16.36"
509,"Rougier, François, Baron of Ferrals",Netherlands,1570,52.37,4.89,"52.37, 4.89"
510,"Cambray, Jacques de",Ottoman Empire,1553,41.01,28.96,"41.01, 28.96"
511,"Noailles, François de, Bishop of Dax",Ottoman Empire,1573,41.01,28.96,"41.01, 28.96"
512,"Lansac, Guy de Saint-Gelais de",Poland,1573,52.23,21.02,"52.23, 21.02"
513,"d'Angennes, Nicolas, Sr. de Rambouillet",Poland,1573,52.23,21.02,"52.23, 21.02"
514,"De Caix, Honoré",Portugal,1530,38.72,-9.13,"38.72, -9.13"
515,"De Caix, Honoré",Portugal,1548,38.72,-9.13,"38.72, -9.13"
516,"De Caix, Honoré",Portugal,1554,38.72,-9.13,"38.72, -9.13"
517,"De Caix, Honoré",Portugal,1558,38.72,-9.13,"38.72, -9.13"
518,"De Seurre, Miguel",Portugal,1560,38.72,-9.13,"38.72, -9.13"
519,"Nicot, Jean",Portugal,1575,38.72,-9.13,"38.72, -9.13"
520,"Dinteville, François de",Rome,1534,41.89,12.51,"41.89, 12.51"
521,"d'Urfé, Claude",Rome,1550,41.89,12.51,"41.89, 12.51"
522,"Tournon, Just de",Rome,1568,41.89,12.51,"41.89, 12.51"
523,"Rougier, François, Baron of Ferrals",Rome,1575,41.89,12.51,"41.89, 12.51"
524,"Vivonne, Jean de",Spain,1575,40.43,-3.7,"40.43, -3.7"
525,"Vivonne, Jean de",Spain,1582,40.43,-3.7,"40.43, -3.7"
526,"Maillard, Guillaume",Swiss Cantons,1536,46.94,7.45,"46.94, 7.45"
527,"Villars, Jean de",Swiss Cantons,1537,46.94,7.45,"46.94, 7.45"
528,"Bellièvre, Pomponne de",Swiss Cantons,1567,46.94,7.45,"46.94, 7.45"
529,"Gaudart, François",Swiss Cantons,1573,46.94,7.45,"46.94, 7.45"
530,"Brûlart, Nicolas de",Swiss Cantons,1590,46.94,7.45,"46.94, 7.45"
531,"Séguier, Antoine",Venice,1600,45.44,12.33,"45.44, 12.33"
532,"Hurault, André",Venice,1589,45.44,12.33,"45.44, 12.33"
533,"Danzay, Charles de",Denmark,1575,55.68,12.57,"55.68, 12.57"
534,"Danzay, Charles de",Denmark,1572,55.68,12.57,"55.68, 12.57"
535,"Du Bellay, Jean",England,1528,51.51,-0.12,"51.51, -0.12"
536,"La Pommeraie, Gilles de",England,1532,51.51,-0.12,"51.51, -0.12"
537,"Castelnau, Antoine de",England,1535,51.51,-0.12,"51.51, -0.12"
538,"Laval, Claude de",England,1551,51.51,-0.12,"51.51, -0.12"
539,"Laval, Claude de",England,1552,51.51,-0.12,"51.51, -0.12"
540,"Laval, Claude de",England,1553,51.51,-0.12,"51.51, -0.12"
541,"De Seurre, Michel",England,1562,51.51,-0.12,"51.51, -0.12"
542,"Castelneau, Michel de",England,1579,51.51,-0.12,"51.51, -0.12"
543,"Grangis, Geoffroy de",Grisons,1525,46.66,9.63,"46.66, 9.63"
544,"Grangis, Geoffroy de",Grisons,1526,46.66,9.63,"46.66, 9.63"
545,"Castion, Jean-Jacques de",Grisons,1537,46.66,9.63,"46.66, 9.63"
546,"Du Gabre, Dominique",Ferrara,1554,44.84,11.62,"44.84, 11.62"
547,"Grangier, Jean",Grisons,1583,46.66,9.63,"46.66, 9.63"
548,"Vulcob, Jean de, sr. de Sassy",Holy Roman Empire,1572,48.21,16.36,"48.21, 16.36"
549,"Vulcob, Jean de, sr. de Sassy",Holy Roman Empire,1573,48.21,16.36,"48.21, 16.36"
550,"Ancel, Guillaume",Holy Roman Empire,1597,48.21,16.36,"48.21, 16.36"
551,"Montdoucet, Claude de",Netherlands,1576,52.37,4.89,"52.37, 4.89"
552,"Marillac, Charles de",Ottoman Empire,1537,41.01,28.96,"41.01, 28.96"
553,"d'Aramon, Gabriel Leutz",Ottoman Empire,1547,41.01,28.96,"41.01, 28.96"
554,"d'Aramon, Gabriel Leutz",Ottoman Empire,1551,41.01,28.96,"41.01, 28.96"
555,"Pétremol, Antoine de",Ottoman Empire,1563,41.01,28.96,"41.01, 28.96"
556,"Cambray, Jacques de",Ottoman Empire,1551,41.01,28.96,"41.01, 28.96"
557,"Grantrie, Guillaume de Grandchamp de",Ottoman Empire,1566,41.01,28.96,"41.01, 28.96"
558,"Juyé, Sébastien de",Ottoman Empire,1579,41.01,28.96,"41.01, 28.96"
559,"De Brèves, François Savary",Ottoman Empire,1599,41.01,28.96,"41.01, 28.96"
560,"Monluc, Jean de, Bishop of Valence",Poland,1572,52.23,21.02,"52.23, 21.02"
561,"De Caix, Honoré",Portugal,1522,38.72,-9.13,"38.72, -9.13"
562,"De Selve, Georges",Rome,1538,41.89,12.51,"41.89, 12.51"
563,"Noailles, Gilles de, Abbot of L'Isle",Rome,1562,41.89,12.51,"41.89, 12.51"
564,"Chasteionier, Louis",Rome,1578,41.89,12.51,"41.89, 12.51"
565,"Foix, Paul de",Rome,1584,41.89,12.51,"41.89, 12.51"
566,"Vivonne, Jean de",Rome,1586,41.89,12.51,"41.89, 12.51"
567,Henri d'Angouleme,Savoy,1574,45.06,7.68,"45.06, 7.68"
568,"Schomberg, Gaspard de",Saxony,1571,51.05,13.35,"51.05, 13.35"
569,"Foix, Paul de",Rome,1582,41.89,12.51,"41.89, 12.51"
570,"Vivonne, Jean de",Spain,1579,40.43,-3.7,"40.43, -3.7"
571,"Daugerant, Louis",Swiss Cantons,1538,46.94,7.45,"46.94, 7.45"
572,"Daugerant, Louis",Swiss Cantons,1542,46.94,7.45,"46.94, 7.45"
573,"Marveilleux, Jean",Swiss Cantons,1545,46.94,7.45,"46.94, 7.45"
574,"L'Aubespine, Sébastien de",Swiss Cantons,1553,46.94,7.45,"46.94, 7.45"
575,"Coignet, Mathieu",Swiss Cantons,1560,46.94,7.45,"46.94, 7.45"
576,"Clerc, Hugues",Swiss Cantons,1560,46.94,7.45,"46.94, 7.45"
577,"Cléry, Peterman de",Swiss Cantons,1563,46.94,7.45,"46.94, 7.45"
578,"Daugerant, Louis",Swiss Cantons,1544,46.94,7.45,"46.94, 7.45"
579,"Bellièvre, Jean de, sr. de Hautefort",Swiss Cantons,1578,46.94,7.45,"46.94, 7.45"
580,"Hotman,François",Swiss Cantons,1598,46.94,7.45,"46.94, 7.45"
581,"Dodieu, Claude",Tuscany,1527,43.46,11.14,"43.46, 11.14"
582,"Dodieu, Claude",Tuscany,1529,43.46,11.14,"43.46, 11.14"
583,"Canossa, Louis de",Venice,1524,45.44,12.33,"45.44, 12.33"
584,"Pellicier, Guillaume",Venice,1541,45.44,12.33,"45.44, 12.33"
585,"Boistaillé, Jean Hurault de",Venice,1561,45.44,12.33,"45.44, 12.33"
586,"Du Ferrier, Arnaud",Venice,1574,45.44,12.33,"45.44, 12.33"
587,"Du Ferrier, Arnaud",Venice,1575,45.44,12.33,"45.44, 12.33"
588,"Du Ferrier, Arnaud",Venice,1579,45.44,12.33,"45.44, 12.33"
589,"Du Ferrier, Arnaud",Venice,1581,45.44,12.33,"45.44, 12.33"
590,"Danzay, Charles de",Denmark,1579,55.68,12.57,"55.68, 12.57"
591,"Danzay, Charles de",Denmark,1587,55.68,12.57,"55.68, 12.57"
592,"Danzay, Charles de",Denmark,1588,55.68,12.57,"55.68, 12.57"
593,"Passano, Jean-Joachim de",England,1526,51.51,-0.12,"51.51, -0.12"
594,"Du Bellay, Jean",England,1529,51.51,-0.12,"51.51, -0.12"
595,"Marillac, Charles de",England,1542,51.51,-0.12,"51.51, -0.12"
596,"Noailles, François de, Bishop of Dax",England,1556,51.51,-0.12,"51.51, -0.12"
597,"Dinteville, Jean de",England,1537,51.51,-0.12,"51.51, -0.12"
598,"Castelnau, Antoine de",England,1536,51.51,-0.12,"51.51, -0.12"
599,"L'Aubspine, Guillaume de",England,1585,51.51,-0.12,"51.51, -0.12"
600,"La Fin, Jean de",England,1593,51.51,-0.12,"51.51, -0.12"
601,"La Fin, Jean de",England,1594,51.51,-0.12,"51.51, -0.12"
602,"Castion, Jean-Jacques de",Grisons,1547,46.66,9.63,"46.66, 9.63"
603,"Grangier, Jean",Grisons,1574,46.66,9.63,"46.66, 9.63"
604,"Grangier, Jean",Grisons,1585,46.66,9.63,"46.66, 9.63"
605,"Grangier, Jean",Grisons,1581,46.66,9.63,"46.66, 9.63"
606,"Bochetel, Bernardin",Holy Roman Empire,1563,48.21,16.36,"48.21, 16.36"
607,"Ancel, Guillaume",Holy Roman Empire,1582,48.21,16.36,"48.21, 16.36"
608,"Testu, Jean",Netherlands,1565,52.37,4.89,"52.37, 4.89"
609,"Montcoucet, Claude de",Netherlands,1578,52.37,4.89,"52.37, 4.89"
610,"d'Aramon, Gabriel Leutz",Ottoman Empire,1543,41.01,28.96,"41.01, 28.96"
611,"Noailles, Gilles de, Abbot of L'Isle",Ottoman Empire,1575,41.01,28.96,"41.01, 28.96"
612,"Noailles, François de, Bishop of Dax",Ottoman Empire,1572,41.01,28.96,"41.01, 28.96"
613,"De Caix, Honoré",Portugal,1527,38.72,-9.13,"38.72, -9.13"
614,"Nicot, Jean",Portugal,1569,38.72,-9.13,"38.72, -9.13"
615,"Nicot, Jean",Portugal,1571,38.72,-9.13,"38.72, -9.13"
616,"d'Armagnac, Georges",Rome,1542,41.89,12.51,"41.89, 12.51"
617,"d'Angennes, Charles, Cardinal of Rambouillet",Rome,1568,41.89,12.51,"41.89, 12.51"
618,"Foix, Paul de",Rome,1583,41.89,12.51,"41.89, 12.51"
619,"d'Esneval, Baron",Scotland,1586,55.95,-3.19,"55.95, -3.19"
620,"Vivonne, Jean de",Spain,1581,40.43,-3.7,"40.43, -3.7"
621,"Vivonne, Jean de",Spain,1583,40.43,-3.7,"40.43, -3.7"
622,"Longlée, Pierre de Seguson de",Spain,1589,40.43,-3.7,"40.43, -3.7"
623,"Du Plessis, Guillaume",Swiss Cantons,1549,46.94,7.45,"46.94, 7.45"
624,"Bochetel, Bernardin",Swiss Cantons,1556,46.94,7.45,"46.94, 7.45"
625,"Crassier, Bernard de",Swiss Cantons,1570,46.94,7.45,"46.94, 7.45"
626,"Gaudart, François",Swiss Cantons,1572,46.94,7.45,"46.94, 7.45"
627,"Hotman,François",Swiss Cantons,1597,46.94,7.45,"46.94, 7.45"
628,"Vigier, Jacques",Swiss Cantons,1600,46.94,7.45,"46.94, 7.45"
629,"Wallier, Jean",Swiss Cantons,1600,46.94,7.45,"46.94, 7.45"
630,"De Pins, Jean",Venice,1522,45.44,12.33,"45.44, 12.33"
631,"Canossa, Louis de",Venice,1525,45.44,12.33,"45.44, 12.33"
632,"De Baif, Lazare",Venice,1532,45.44,12.33,"45.44, 12.33"
633,"Du Gabre, Dominique",Venice,1555,45.44,12.33,"45.44, 12.33"
634,"Noailles, François de, Bishop of Dax",Venice,1558,45.44,12.33,"45.44, 12.33"
635,"Noailles, François de, Bishop of Dax",Venice,1561,45.44,12.33,"45.44, 12.33"
636,"Carmain, Paul de",Venice,1568,45.44,12.33,"45.44, 12.33"
637,"Hurault, André",Venice,1586,45.44,12.33,"45.44, 12.33"
638,"Danzay, Charles de",Denmark,1558,55.68,12.57,"55.68, 12.57"
639,"Du Perreau, Louis",England,1534,51.51,-0.12,"51.51, -0.12"
640,"Du Perreau, Louis",England,1537,51.51,-0.12,"51.51, -0.12"
641,"Marillac, Charles de",England,1540,51.51,-0.12,"51.51, -0.12"
642,"La Mothe-Fénélon, Bertrand de Salignac de",England,1568,51.51,-0.12,"51.51, -0.12"
643,"Castelneau, Michel de",England,1578,51.51,-0.12,"51.51, -0.12"
644,"Castelneau, Michel de",England,1581,51.51,-0.12,"51.51, -0.12"
645,"Castelneau, Michel de",England,1583,51.51,-0.12,"51.51, -0.12"
646,"Castion, Jean-Jacques de",Grisons,1546,46.66,9.63,"46.66, 9.63"
647,"Castion, Jean-Jacques de",Grisons,1550,46.66,9.63,"46.66, 9.63"
648,"Bellièvre, Pomponne de",Grisons,1564,46.66,9.63,"46.66, 9.63"
649,"Grangier, Jean",Grisons,1582,46.66,9.63,"46.66, 9.63"
